SKU,Supplier_Name,Lead_Time_Days,Monsoon_Lead_Time_Days,Contact_Person,Phone_Number
GOA-SNACK-0315,Sahyadri Distributors,3,7,Ricardo Naik,+91 98093 12474
GOA-MANGO-0316,Sahyadri Foods,3,6,Anjali Fernandes,+91 71715 53211
GOA-GRAIN-0317,North-Goa Distributors,4,8,Vikram Gomes,+91 89890 35579
GOA-OIL-0318,Sahyadri Logistics,3,7,Sanjay Prabhu,+91 79765 70278
GOA-DAIRY-0319,Coastal Logistics,4,6,Anjali Kulkarni,+91 90587 99233
GOA-CASHEW-0320,Mandovi Distributors,2,7,Sunil Prabhu,+91 84865 40576
GOA-MANGO-0321,North-Goa Foods,4,7,Sunil Pinto,+91 82395 91729
GOA-SNACK-0322,Sahyadri Agro Traders,3,6,Deepa Kulkarni,+91 90617 30721
GOA-SNACK-0323,South-Goa Foods,3,6,Amit Gomes,+91 72958 83712
GOA-OIL-0324,North-Goa Distributors,2,5,Priya Sawant,+91 86323 70621
GOA-SNACK-0325,Zuari Agro Traders,3,5,Maria Fernandes,+91 98143 99207
GOA-OIL-0326,North-Goa Foods,3,5,Anjali Pinto,+91 93199 98683
GOA-BEV-0327,Mandovi Industries,3,6,Rahul Gomes,+91 76694 28715
GOA-CASHEW-0328,South-Goa Industries,3,8,Deepa Fernandes,+91 77549 21377
GOA-DAIRY-0329,South-Goa Agro Traders,3,8,Rahul Prabhu,+91 82285 38326
GOA-GRAIN-0330,North-Goa Distributors,3,8,Deepa Kulkarni,+91 82521 75739
GOA-OIL-0331,Mandovi Agro Traders,2,6,Vikram Sawant,+91 78213 17165
GOA-OIL-0332,South-Goa Agro Traders,4,6,Deepa Kulkarni,+91 74323 61768
GOA-GRAIN-0333,Sahyadri Distributors,3,8,Vikram Fernandes,+91 86901 63027
GOA-SNACK-0334,Coastal Distributors,4,6,Anjali Kulkarni,+91 85771 16040
GOA-OIL-0335,Zuari Industries,2,5,Ricardo Naik,+91 75323 68706
GOA-CASHEW-0336,North-Goa Agro Traders,4,9,Anjali Kulkarni,+91 85577 71149
GOA-BEV-0337,South-Goa Distributors,2,7,Amit Prabhu,+91 92247 60538
GOA-OIL-0338,South-Goa Agro Traders,4,8,Rahul Gomes,+91 99494 88402
GOA-BEV-0339,Zuari Foods,3,7,Amit Fernandes,+91 92274 99688
GOA-SPICE-0340,South-Goa Distributors,2,4,Amit Prabhu,+91 76905 11367
GOA-OIL-0341,South-Goa Logistics,3,5,Sanjay Pinto,+91 87386 12411
GOA-OIL-0342,Zuari Foods,3,6,Deepa Pinto,+91 95043 60085
GOA-SPICE-0343,Zuari Logistics,3,5,Maria Fernandes,+91 83976 67103
GOA-MANGO-0344,Mandovi Logistics,2,4,Sunil D'Souza,+91 81552 22522
GOA-SNACK-0345,North-Goa Foods,2,5,Rahul D'Souza,+91 84570 79528
GOA-SNACK-0346,Sahyadri Industries,3,8,Anjali D'Souza,+91 89231 58265
GOA-KOKUM-0347,Coastal Foods,2,4,Amit Pinto,+91 75940 34812
GOA-KOKUM-0348,North-Goa Distributors,2,4,Rahul Gomes,+91 70337 45348
GOA-SNACK-0349,Zuari Agro Traders,4,6,Rahul Naik,+91 83615 12070
GOA-FENI-0350,Coastal Logistics,4,9,Sanjay Gomes,+91 87958 45683
GOA-KOKUM-0351,Zuari Logistics,2,6,Priya Kulkarni,+91 76011 63037
GOA-GRAIN-0352,Coastal Agro Traders,4,9,Amit D'Souza,+91 80965 25381
GOA-BEV-0353,South-Goa Foods,3,6,Deepa Naik,+91 85667 30100
GOA-CASHEW-0354,South-Goa Logistics,3,7,Priya D'Souza,+91 91604 44532
GOA-CASHEW-0355,Mandovi Industries,2,6,Maria D'Souza,+91 80528 20692
GOA-SNACK-0356,Zuari Industries,4,8,Deepa Fernandes,+91 77785 36007
GOA-FENI-0357,South-Goa Distributors,2,4,Sanjay Pinto,+91 72781 41927
GOA-GRAIN-0358,Sahyadri Foods,4,7,Anjali Kulkarni,+91 91614 16995
GOA-DAIRY-0359,South-Goa Distributors,2,7,Vikram Kulkarni,+91 84143 50292
GOA-FENI-0360,Coastal Distributors,3,8,Ricardo Pinto,+91 97164 34810
GOA-CASHEW-0361,Zuari Agro Traders,2,4,Deepa Prabhu,+91 84585 75728
GOA-MANGO-0362,North-Goa Agro Traders,3,8,Priya Naik,+91 84459 25943
GOA-SPICE-0363,North-Goa Agro Traders,4,9,Rahul Fernandes,+91 99569 90387
GOA-KOKUM-0364,Sahyadri Foods,2,6,Ricardo Fernandes,+91 93299 59136
GOA-SNACK-0365,Sahyadri Logistics,3,8,Anjali Naik,+91 70609 84744
GOA-CASHEW-0366,Zuari Distributors,2,6,Sanjay Pinto,+91 77208 49472
GOA-SNACK-0367,Coastal Foods,4,8,Amit Kulkarni,+91 76523 84269
GOA-FENI-0368,Mandovi Industries,4,6,Amit Sawant,+91 84489 75737
GOA-FENI-0369,Zuari Foods,4,9,Ricardo Pinto,+91 72904 95750
GOA-CASHEW-0370,Coastal Logistics,3,5,Maria Sawant,+91 82872 95721
GOA-DAIRY-0371,South-Goa Logistics,2,4,Priya Gomes,+91 98763 35178
GOA-FENI-0372,North-Goa Foods,2,6,Anjali Naik,+91 91510 83272
GOA-MANGO-0373,North-Goa Industries,3,5,Amit Pinto,+91 88914 67055
GOA-DAIRY-0374,Zuari Distributors,2,6,Deepa D'Souza,+91 72455 32879
GOA-BEV-0375,Mandovi Industries,4,9,Maria Pinto,+91 99047 22231
GOA-BEV-0376,North-Goa Foods,3,6,Sanjay Kulkarni,+91 81875 56282
GOA-SPICE-0377,Mandovi Industries,4,9,Amit Naik,+91 96314 22760
GOA-CASHEW-0378,Mandovi Distributors,4,6,Sunil D'Souza,+91 93622 36344
GOA-DAIRY-0379,Zuari Logistics,2,7,Ricardo Pinto,+91 82083 88822
GOA-BEV-0380,Zuari Foods,4,7,Maria Gomes,+91 88098 49254
GOA-SPICE-0381,Coastal Distributors,4,6,Vikram Prabhu,+91 83298 46088
GOA-OIL-0382,North-Goa Logistics,2,6,Sunil Kulkarni,+91 72011 11235
GOA-MANGO-0383,Coastal Agro Traders,4,6,Sunil Sawant,+91 79315 18385
GOA-GRAIN-0384,Mandovi Logistics,3,6,Maria Naik,+91 95377 29622
GOA-KOKUM-0385,Mandovi Foods,2,7,Maria Naik,+91 74425 17963
GOA-BEV-0386,Sahyadri Distributors,4,7,Maria Sawant,+91 77742 68249
GOA-SNACK-0387,Zuari Distributors,4,7,Anjali Sawant,+91 80103 31871
GOA-SNACK-0388,North-Goa Logistics,4,7,Ricardo Prabhu,+91 80862 18140
GOA-SNACK-0389,Sahyadri Agro Traders,4,7,Deepa Gomes,+91 93012 10672
GOA-SPICE-0390,Coastal Foods,3,8,Sanjay Prabhu,+91 92887 81451
GOA-GRAIN-0391,Sahyadri Distributors,2,6,Anjali Kulkarni,+91 80645 26122
GOA-BEV-0392,North-Goa Logistics,4,7,Rahul Kulkarni,+91 98599 71608
GOA-OIL-0393,South-Goa Industries,2,7,Rahul Naik,+91 95952 43944
GOA-DAIRY-0394,Mandovi Agro Traders,4,9,Maria Prabhu,+91 70771 96089
GOA-DAIRY-0395,Sahyadri Distributors,4,7,Priya Gomes,+91 72845 16382
GOA-OIL-0396,North-Goa Foods,2,6,Vikram Kulkarni,+91 77246 68182
GOA-CASHEW-0397,North-Goa Logistics,4,6,Vikram Pinto,+91 77359 23795
GOA-SPICE-0398,North-Goa Agro Traders,4,6,Rahul D'Souza,+91 82473 91659
GOA-MANGO-0399,North-Goa Logistics,2,5,Deepa D'Souza,+91 81097 28420
GOA-SPICE-0400,Sahyadri Distributors,3,5,Ricardo Prabhu,+91 85642 87933
GOA-CASHEW-0401,Coastal Industries,3,7,Maria Kulkarni,+91 83787 42504
GOA-CASHEW-0402,Sahyadri Distributors,4,9,Deepa Kulkarni,+91 97995 37593
GOA-DAIRY-0403,South-Goa Distributors,3,7,Vikram Kulkarni,+91 77402 72325
GOA-BEV-0404,Zuari Logistics,3,6,Sunil Prabhu,+91 96553 16935
GOA-OIL-0405,Mandovi Logistics,3,7,Priya Gomes,+91 86819 87450
GOA-DAIRY-0406,South-Goa Agro Traders,3,6,Deepa Sawant,+91 82772 87591
GOA-OIL-0407,South-Goa Industries,3,5,Maria Fernandes,+91 82214 86843
GOA-SPICE-0408,Mandovi Industries,4,6,Rahul Gomes,+91 73378 18514
GOA-SNACK-0409,Mandovi Logistics,4,6,Rahul Naik,+91 92028 82729
GOA-KOKUM-0410,Sahyadri Agro Traders,4,6,Priya Naik,+91 76755 94938
GOA-FENI-0411,North-Goa Industries,2,4,Anjali Gomes,+91 90868 73705
GOA-SNACK-0412,Zuari Distributors,4,9,Anjali Kulkarni,+91 86173 61727
GOA-SPICE-0413,Zuari Agro Traders,4,8,Maria D'Souza,+91 81171 54637
GOA-SPICE-0414,Zuari Foods,2,4,Rahul D'Souza,+91 75356 38664
GOA-GRAIN-0415,Coastal Agro Traders,4,6,Sunil Sawant,+91 71629 45271
GOA-KOKUM-0416,Zuari Foods,2,4,Sanjay Pinto,+91 81523 65132
GOA-FENI-0417,Sahyadri Industries,3,5,Rahul Sawant,+91 70180 46980
GOA-SNACK-0418,North-Goa Logistics,2,6,Maria D'Souza,+91 90399 29271
GOA-KOKUM-0419,Sahyadri Foods,4,9,Maria Gomes,+91 97111 11194
GOA-KOKUM-0420,South-Goa Foods,3,8,Sunil Fernandes,+91 78726 50775
GOA-DAIRY-0421,Coastal Foods,4,7,Vikram Prabhu,+91 76646 31011
GOA-KOKUM-0422,Mandovi Logistics,2,7,Sunil Fernandes,+91 99440 70249
GOA-SNACK-0423,Coastal Distributors,4,8,Sunil Pinto,+91 89824 87369
GOA-GRAIN-0424,Zuari Logistics,3,8,Sunil D'Souza,+91 97410 86629
GOA-KOKUM-0425,Mandovi Industries,3,8,Maria Pinto,+91 98401 24416
GOA-DAIRY-0426,North-Goa Logistics,2,4,Amit Fernandes,+91 88362 37832
GOA-OIL-0427,Coastal Foods,4,6,Priya Fernandes,+91 71315 50345
GOA-KOKUM-0428,North-Goa Logistics,4,6,Priya D'Souza,+91 82365 95757
GOA-GRAIN-0429,Sahyadri Logistics,3,6,Amit Gomes,+91 91995 34127
GOA-SPICE-0430,Zuari Agro Traders,3,7,Sunil Sawant,+91 93762 52905
GOA-BEV-0431,North-Goa Logistics,2,5,Maria Naik,+91 74313 58447
GOA-SNACK-0432,Mandovi Distributors,2,6,Deepa Gomes,+91 86797 74028
GOA-OIL-0433,Sahyadri Industries,4,8,Maria Gomes,+91 82695 15732
GOA-DAIRY-0434,Mandovi Industries,2,4,Ricardo Kulkarni,+91 84138 12314
GOA-BEV-0435,North-Goa Logistics,4,7,Vikram Sawant,+91 83613 63827
GOA-DAIRY-0436,Zuari Foods,2,7,Sunil Gomes,+91 95599 42466
GOA-GRAIN-0437,North-Goa Foods,2,4,Sunil Fernandes,+91 81861 99093
GOA-SNACK-0438,Sahyadri Agro Traders,2,6,Priya Pinto,+91 72235 10366
GOA-OIL-0439,Sahyadri Foods,2,6,Rahul Kulkarni,+91 80065 41704
GOA-SNACK-0440,Coastal Industries,4,8,Sanjay Gomes,+91 88113 74310
GOA-KOKUM-0441,North-Goa Logistics,3,8,Rahul Gomes,+91 75691 15991
GOA-DAIRY-0442,Sahyadri Industries,2,5,Maria Pinto,+91 82520 26753
GOA-MANGO-0443,South-Goa Agro Traders,4,7,Vikram Sawant,+91 94056 24105
GOA-DAIRY-0444,Zuari Logistics,3,8,Sanjay Fernandes,+91 86066 66403
GOA-GRAIN-0445,Sahyadri Agro Traders,2,7,Rahul Kulkarni,+91 72401 87938
GOA-KOKUM-0446,Coastal Foods,2,6,Vikram Sawant,+91 81712 96509
GOA-BEV-0447,Sahyadri Foods,4,7,Priya Gomes,+91 80754 24027
GOA-FENI-0448,South-Goa Distributors,3,8,Sanjay D'Souza,+91 70974 41872
GOA-SPICE-0449,Sahyadri Foods,4,6,Anjali Gomes,+91 80958 57079
GOA-DAIRY-0450,South-Goa Agro Traders,4,6,Maria Sawant,+91 97375 13020
GOA-GRAIN-0451,Sahyadri Industries,4,7,Amit Pinto,+91 93975 90533
GOA-SPICE-0452,South-Goa Agro Traders,4,9,Rahul Fernandes,+91 75272 58567
GOA-CASHEW-0453,Zuari Distributors,4,9,Sunil Kulkarni,+91 89634 91729
GOA-GRAIN-0454,North-Goa Logistics,3,7,Deepa Gomes,+91 74388 27280
GOA-FENI-0455,Sahyadri Distributors,2,4,Amit Naik,+91 93138 91668
GOA-SPICE-0456,North-Goa Logistics,3,5,Anjali Fernandes,+91 95653 30894
GOA-SNACK-0457,Mandovi Distributors,2,6,Deepa Kulkarni,+91 89968 44653
GOA-DAIRY-0458,Sahyadri Agro Traders,3,6,Rahul Naik,+91 89242 97687
GOA-GRAIN-0459,Zuari Foods,3,7,Sunil Pinto,+91 90665 38980
GOA-KOKUM-0460,Zuari Industries,3,7,Amit Sawant,+91 90669 96035
GOA-CASHEW-0461,Sahyadri Logistics,3,7,Anjali Prabhu,+91 92269 63352
GOA-SPICE-0462,North-Goa Agro Traders,4,7,Amit Gomes,+91 95919 18132
GOA-KOKUM-0463,South-Goa Distributors,3,5,Maria Pinto,+91 70766 65182
GOA-DAIRY-0464,North-Goa Foods,2,6,Sunil Kulkarni,+91 98429 82922
GOA-BEV-0465,Mandovi Foods,4,6,Sanjay Prabhu,+91 71183 34450
GOA-FENI-0466,Zuari Distributors,2,4,Anjali Sawant,+91 88826 96511
GOA-DAIRY-0467,North-Goa Logistics,4,6,Deepa Kulkarni,+91 70693 29634
GOA-DAIRY-0468,Coastal Distributors,3,5,Anjali Pinto,+91 73720 50381
GOA-SNACK-0469,Coastal Industries,4,6,Priya D'Souza,+91 78269 33593
GOA-GRAIN-0470,North-Goa Foods,3,8,Amit D'Souza,+91 83774 24710
GOA-FENI-0471,South-Goa Industries,4,6,Sanjay Sawant,+91 95931 98449
GOA-MANGO-0472,North-Goa Industries,3,7,Amit D'Souza,+91 88852 22405
GOA-SPICE-0473,North-Goa Agro Traders,3,6,Amit Prabhu,+91 75624 29091
GOA-CASHEW-0474,North-Goa Industries,4,9,Sanjay Pinto,+91 76949 97081
GOA-CASHEW-0475,Zuari Distributors,2,5,Anjali Fernandes,+91 77950 12795
GOA-OIL-0476,Sahyadri Logistics,4,7,Sunil Kulkarni,+91 77126 76736
GOA-SNACK-0477,South-Goa Foods,2,7,Anjali Sawant,+91 90715 14487
GOA-SNACK-0478,Sahyadri Agro Traders,2,4,Priya Pinto,+91 82367 21843
GOA-DAIRY-0479,South-Goa Agro Traders,2,5,Rahul D'Souza,+91 94521 53672
GOA-BEV-0480,South-Goa Distributors,3,7,Ricardo Fernandes,+91 76374 92590
GOA-OIL-0481,Mandovi Logistics,3,5,Rahul Kulkarni,+91 82180 17406
GOA-OIL-0482,Sahyadri Foods,4,7,Rahul Fernandes,+91 94266 41234
GOA-SPICE-0483,Zuari Foods,2,7,Anjali Fernandes,+91 94094 16370
GOA-OIL-0484,Mandovi Agro Traders,4,8,Deepa Naik,+91 78783 79152
GOA-OIL-0485,Sahyadri Logistics,3,8,Vikram Naik,+91 79912 97592
GOA-SPICE-0486,South-Goa Agro Traders,3,5,Maria Prabhu,+91 73888 48669
GOA-KOKUM-0487,Zuari Logistics,2,5,Priya Sawant,+91 72749 94755
GOA-SNACK-0488,Mandovi Distributors,3,7,Priya D'Souza,+91 72530 34307
GOA-BEV-0489,Zuari Industries,2,5,Priya Prabhu,+91 79475 97145
GOA-CASHEW-0490,Sahyadri Distributors,4,6,Sunil Prabhu,+91 89949 51442
GOA-CASHEW-0491,Mandovi Industries,4,8,Amit D'Souza,+91 97331 66250
GOA-CASHEW-0492,Zuari Foods,3,7,Sanjay Gomes,+91 82338 47399
GOA-OIL-0493,South-Goa Foods,4,7,Deepa Gomes,+91 70304 26497
GOA-MANGO-0494,North-Goa Distributors,3,8,Ricardo Kulkarni,+91 70282 63814
GOA-KOKUM-0495,Sahyadri Industries,2,6,Rahul Prabhu,+91 86585 24446
GOA-BEV-0496,North-Goa Industries,4,8,Rahul Gomes,+91 94481 75480
GOA-SPICE-0497,Sahyadri Agro Traders,3,6,Sunil Fernandes,+91 77852 82228
GOA-MANGO-0498,Zuari Foods,4,6,Maria D'Souza,+91 90537 58904
GOA-CASHEW-0499,North-Goa Distributors,2,7,Anjali Pinto,+91 96295 17567
GOA-DAIRY-0500,Zuari Foods,2,5,Sanjay Fernandes,+91 95945 82651
GOA-MANGO-0501,South-Goa Distributors,2,6,Sanjay Pinto,+91 86275 26353
GOA-SNACK-0502,Zuari Foods,2,7,Priya Gomes,+91 97038 15286
GOA-OIL-0503,South-Goa Agro Traders,4,9,Amit Fernandes,+91 85247 19296
GOA-GRAIN-0504,Zuari Industries,3,8,Anjali D'Souza,+91 90954 16205
GOA-CASHEW-0505,Sahyadri Distributors,3,7,Maria Fernandes,+91 73471 57662
GOA-FENI-0506,Coastal Logistics,3,7,Sunil Naik,+91 73396 22018
GOA-DAIRY-0507,South-Goa Agro Traders,3,5,Priya Sawant,+91 98435 48887
GOA-SPICE-0508,Coastal Agro Traders,3,8,Deepa Prabhu,+91 78682 38717
GOA-SNACK-0509,South-Goa Logistics,4,7,Ricardo Fernandes,+91 97331 35550
GOA-GRAIN-0510,Coastal Industries,4,7,Vikram Prabhu,+91 84455 52003
GOA-BEV-0511,Coastal Foods,4,6,Rahul Sawant,+91 82319 90082
GOA-FENI-0512,Zuari Industries,4,9,Amit D'Souza,+91 94889 98377
GOA-KOKUM-0513,Mandovi Agro Traders,4,6,Amit Sawant,+91 89257 12077
GOA-GRAIN-0514,Sahyadri Industries,4,7,Amit Prabhu,+91 93756 37998
GOA-MANGO-0515,South-Goa Agro Traders,2,5,Rahul D'Souza,+91 90180 29021
GOA-SPICE-0516,North-Goa Agro Traders,2,5,Amit Pinto,+91 89959 26301
GOA-SPICE-0517,South-Goa Industries,4,7,Vikram Pinto,+91 83846 50053
GOA-DAIRY-0518,Mandovi Agro Traders,2,5,Deepa Kulkarni,+91 99813 24718
GOA-OIL-0519,North-Goa Foods,3,7,Sanjay Fernandes,+91 86482 54757
GOA-SNACK-0520,Zuari Logistics,3,6,Deepa Kulkarni,+91 93984 52227
GOA-FENI-0521,Zuari Logistics,2,7,Ricardo Sawant,+91 88551 78996
GOA-FENI-0522,Sahyadri Agro Traders,4,7,Deepa Naik,+91 93535 73662
GOA-DAIRY-0523,Zuari Foods,2,6,Sunil Sawant,+91 72092 14217
GOA-FENI-0524,North-Goa Foods,3,7,Amit Gomes,+91 91268 48891
GOA-BEV-0525,Sahyadri Agro Traders,2,4,Anjali D'Souza,+91 81813 38154
GOA-KOKUM-0526,South-Goa Industries,2,5,Priya Fernandes,+91 76768 49603
GOA-KOKUM-0527,North-Goa Industries,3,8,Sanjay Kulkarni,+91 73390 29317
GOA-SPICE-0528,Coastal Industries,2,6,Maria Sawant,+91 82740 81039
GOA-SNACK-0529,Zuari Logistics,4,8,Ricardo Kulkarni,+91 80150 58904
GOA-SPICE-0530,Sahyadri Agro Traders,3,5,Anjali D'Souza,+91 99569 32769
GOA-BEV-0531,Sahyadri Foods,2,6,Priya Prabhu,+91 80546 69040
GOA-SNACK-0532,Zuari Industries,2,4,Sanjay Pinto,+91 89376 37667
GOA-KOKUM-0533,Zuari Industries,2,5,Anjali Sawant,+91 98835 98546
GOA-CASHEW-0534,South-Goa Agro Traders,4,6,Vikram Pinto,+91 98508 84322
GOA-GRAIN-0535,Sahyadri Agro Traders,2,4,Anjali Sawant,+91 93556 92174
GOA-CASHEW-0536,Zuari Industries,3,5,Amit Sawant,+91 96403 28695
GOA-SPICE-0537,Zuari Logistics,4,7,Vikram D'Souza,+91 98032 77209
GOA-BEV-0538,Mandovi Foods,4,9,Ricardo Prabhu,+91 75519 66891
GOA-MANGO-0539,North-Goa Industries,2,4,Maria D'Souza,+91 83206 83918
GOA-MANGO-0540,Coastal Agro Traders,2,4,Amit Sawant,+91 76580 67064
GOA-FENI-0541,North-Goa Foods,2,6,Priya Naik,+91 91391 68953
GOA-GRAIN-0542,Coastal Logistics,3,8,Vikram Kulkarni,+91 89451 75046
GOA-FENI-0543,Mandovi Agro Traders,4,6,Ricardo D'Souza,+91 81253 34969
GOA-DAIRY-0544,Zuari Agro Traders,2,7,Amit Pinto,+91 76443 56950
GOA-SPICE-0545,Mandovi Agro Traders,2,7,Vikram Prabhu,+91 99180 75526
GOA-FENI-0546,Sahyadri Foods,2,7,Sunil Naik,+91 81020 20199
GOA-FENI-0547,Mandovi Logistics,3,7,Deepa Prabhu,+91 83881 81643
GOA-MANGO-0548,Sahyadri Distributors,2,7,Ricardo Pinto,+91 87728 88996
GOA-MANGO-0549,Sahyadri Agro Traders,3,5,Sanjay Sawant,+91 70027 92452
GOA-DAIRY-0550,Mandovi Industries,4,9,Deepa Gomes,+91 71748 43132
GOA-BEV-0551,Zuari Foods,2,4,Priya Pinto,+91 95365 12069
GOA-DAIRY-0552,North-Goa Logistics,3,5,Sunil Prabhu,+91 82591 11887
GOA-BEV-0553,Sahyadri Agro Traders,4,8,Priya Fernandes,+91 71182 35109
GOA-CASHEW-0554,Zuari Logistics,4,9,Rahul Gomes,+91 78630 20172
GOA-CASHEW-0555,Zuari Distributors,2,6,Vikram Naik,+91 96845 20259
GOA-MANGO-0556,Zuari Agro Traders,4,7,Maria Gomes,+91 77747 68499
GOA-MANGO-0557,Mandovi Agro Traders,2,7,Rahul Sawant,+91 76023 61564
GOA-BEV-0558,North-Goa Industries,3,8,Deepa Gomes,+91 88403 79289
GOA-BEV-0559,South-Goa Distributors,2,4,Vikram Pinto,+91 72702 67159
GOA-KOKUM-0560,North-Goa Agro Traders,2,5,Ricardo Sawant,+91 82098 68347
GOA-KOKUM-0561,Coastal Logistics,4,7,Vikram Fernandes,+91 99532 95187
GOA-DAIRY-0562,Mandovi Foods,2,5,Priya Prabhu,+91 84701 21248
GOA-GRAIN-0563,Sahyadri Industries,2,7,Maria Sawant,+91 71567 93945
GOA-OIL-0564,South-Goa Industries,3,5,Priya Naik,+91 71807 77364
GOA-SNACK-0565,Coastal Industries,3,6,Rahul D'Souza,+91 82380 21455
GOA-SNACK-0566,Sahyadri Industries,3,7,Maria Sawant,+91 76013 55039
GOA-FENI-0567,North-Goa Industries,2,7,Sunil Naik,+91 95242 55044
GOA-MANGO-0568,Coastal Foods,2,7,Amit D'Souza,+91 90551 99169
GOA-BEV-0569,Coastal Foods,4,7,Sanjay Pinto,+91 92398 43037
GOA-SNACK-0570,South-Goa Agro Traders,2,6,Anjali D'Souza,+91 93426 84791
GOA-FENI-0571,Zuari Industries,4,6,Rahul Sawant,+91 89238 90815
GOA-SPICE-0572,Coastal Foods,3,6,Anjali Prabhu,+91 85361 91806
GOA-GRAIN-0573,North-Goa Industries,3,8,Deepa Kulkarni,+91 88301 41754
GOA-OIL-0574,Coastal Agro Traders,3,8,Sunil Sawant,+91 73911 13497
GOA-MANGO-0575,South-Goa Logistics,2,7,Anjali Fernandes,+91 86679 50192
GOA-KOKUM-0576,Zuari Logistics,4,7,Ricardo D'Souza,+91 76060 16293
GOA-SPICE-0577,Zuari Foods,4,8,Vikram Pinto,+91 93281 55344
GOA-CASHEW-0578,Sahyadri Industries,3,5,Vikram D'Souza,+91 82964 72687
GOA-FENI-0579,Zuari Logistics,4,8,Deepa Pinto,+91 91431 93163
GOA-SNACK-0580,Coastal Agro Traders,3,8,Deepa Prabhu,+91 80305 70621
GOA-MANGO-0581,Mandovi Industries,2,4,Priya Kulkarni,+91 79947 52141
GOA-SNACK-0582,Zuari Logistics,4,8,Maria Prabhu,+91 77759 54036
GOA-GRAIN-0583,South-Goa Industries,3,7,Anjali Fernandes,+91 99769 23778
GOA-OIL-0584,North-Goa Logistics,2,6,Anjali Pinto,+91 91433 36703
GOA-BEV-0585,South-Goa Logistics,4,7,Ricardo Kulkarni,+91 89442 78292
GOA-GRAIN-0586,Mandovi Agro Traders,4,7,Maria Pinto,+91 85611 43163
GOA-GRAIN-0587,Zuari Logistics,4,7,Sunil Naik,+91 93165 36872
GOA-KOKUM-0588,Sahyadri Industries,2,7,Anjali Kulkarni,+91 92463 69408
GOA-FENI-0589,Zuari Industries,4,8,Amit Fernandes,+91 81576 52871
GOA-CASHEW-0590,Zuari Industries,4,7,Sunil Gomes,+91 70404 74576
GOA-KOKUM-0591,South-Goa Distributors,3,5,Sanjay Pinto,+91 82525 63575
GOA-KOKUM-0592,Coastal Agro Traders,4,9,Sanjay D'Souza,+91 73850 56295
GOA-KOKUM-0593,South-Goa Foods,4,8,Ricardo Kulkarni,+91 99803 16587
GOA-BEV-0594,Mandovi Distributors,3,7,Maria D'Souza,+91 87701 34458
GOA-MANGO-0595,Coastal Logistics,3,6,Deepa Kulkarni,+91 82863 44882
GOA-SNACK-0596,South-Goa Agro Traders,4,7,Deepa Gomes,+91 94774 99036
GOA-BEV-0597,South-Goa Agro Traders,3,7,Deepa Sawant,+91 90173 47248
GOA-OIL-0598,Zuari Foods,3,6,Deepa Fernandes,+91 98392 42451
GOA-MANGO-0599,North-Goa Logistics,2,5,Sanjay Naik,+91 89461 16115
GOA-KOKUM-0600,North-Goa Foods,3,6,Ricardo Kulkarni,+91 80484 79043
GOA-GRAIN-0601,Coastal Distributors,4,6,Maria D'Souza,+91 95901 97854
GOA-FENI-0602,Mandovi Logistics,4,6,Maria D'Souza,+91 71389 75634
GOA-BEV-0603,North-Goa Foods,2,6,Amit Pinto,+91 85648 75675
GOA-MANGO-0604,Sahyadri Logistics,3,6,Priya Pinto,+91 76693 41030
GOA-SPICE-0605,North-Goa Foods,3,5,Vikram Pinto,+91 75590 24140
GOA-SPICE-0606,Sahyadri Foods,2,4,Amit Fernandes,+91 83056 18495
GOA-GRAIN-0607,North-Goa Distributors,3,6,Maria Fernandes,+91 86485 10458
GOA-OIL-0608,Sahyadri Distributors,3,5,Anjali Naik,+91 96004 57519
GOA-GRAIN-0609,Sahyadri Logistics,3,6,Anjali Naik,+91 80196 94167
GOA-MANGO-0610,North-Goa Distributors,3,8,Maria Kulkarni,+91 72176 48594
GOA-KOKUM-0611,South-Goa Agro Traders,2,6,Priya Gomes,+91 73224 97802
GOA-FENI-0612,North-Goa Logistics,4,6,Anjali Kulkarni,+91 71879 95688
GOA-DAIRY-0613,South-Goa Agro Traders,4,6,Anjali Gomes,+91 78898 69742
GOA-FENI-0614,Mandovi Industries,4,9,Sunil Kulkarni,+91 77923 89233
GOA-KOKUM-0615,Coastal Agro Traders,3,5,Priya Gomes,+91 96807 48598
GOA-FENI-0616,Mandovi Industries,3,8,Ricardo Pinto,+91 93052 94948
GOA-BEV-0617,Sahyadri Agro Traders,2,4,Sunil Sawant,+91 93439 65414
GOA-KOKUM-0618,Coastal Agro Traders,3,8,Rahul Gomes,+91 87947 37074
GOA-SPICE-0619,South-Goa Distributors,3,5,Sanjay Sawant,+91 87835 17059
GOA-DAIRY-0620,Mandovi Logistics,4,7,Sunil Sawant,+91 74210 28664
GOA-KOKUM-0621,North-Goa Industries,3,7,Vikram Naik,+91 95534 74401
GOA-SPICE-0622,Sahyadri Industries,4,7,Maria Kulkarni,+91 73524 22305
GOA-MANGO-0623,North-Goa Logistics,4,9,Maria Sawant,+91 99793 30880
GOA-DAIRY-0624,South-Goa Agro Traders,3,7,Rahul Naik,+91 95505 78677
GOA-GRAIN-0625,South-Goa Agro Traders,3,8,Maria D'Souza,+91 81022 28313
GOA-KOKUM-0626,South-Goa Distributors,2,7,Maria Prabhu,+91 95544 62472
GOA-MANGO-0627,North-Goa Distributors,2,7,Vikram Sawant,+91 72600 60042
GOA-FENI-0628,Coastal Logistics,3,8,Rahul Kulkarni,+91 73630 56370
